176, 203, 148, 471
88, 133, 241, 536
990, 996, 3, -990
901, 996, 3, -901
59, 831, 168, -59
658, 844, 155, -658
0, 154, 687, 158
663, 996, 3, -663
0, 46, 704, 249
159, 238, 725, -123
0, 106, 633, 259
533, 796, 95, -425
723, 739, 167, -630
20, 92, 303, 583
0, 40, 767, 191
475, 836, 67, -379
861, 906, 43, -811
0, 25, 655, 318
65, 139, 581, 214
34, 99, 466, 399
999, 999, 0, -998
802, 937, 57, -797
77, 181, 648, 93
999, 1000, 0, -999
924, 940, 23, -888
29, 145, 544, 280
21, 62, 233, 681
0, 0, 244, 755
27, 140, 527, 305
259, 439, 344, -43
0, 0, 250, 749
0, 0, 43, 956
0, 0, 645, 354
0, 0, 0, 1000
45, 111, 450, 393
0, 6, 618, 374
0, 0, 107, 892
0, 16, 322, 661
0, 0, 67, 932
0, 0, 152, 847
0, 0, 298, 701
0, 0, 65, 934
687, 1000, 0, -687
0, 0, 225, 774
0, 0, 319, 680
0, 328, 651, 20
0, 0, 283, 716
29, 108, 417, 445
0, 39, 350, 610
2, 54, 203, 740
0, 0, 131, 868
0, 0, 260, 739
0, 0, 100, 899
0, 0, 215, 784
0, 0, 688, 311
0, 0, 370, 629
0, 0, 235, 764
0, 0, 447, 552
0, 2, 244, 753
0, 0, 100, 899
0, 2, 494, 503
0, 8, 313, 677
15, 62, 596, 326
0, 0, 327, 672
93, 197, 575, 133
0, 0, 258, 741
348, 947, 52, -348
0, 0, 75, 924
0, 0, 212, 787
0, 0, 129, 870
0, 0, 76, 923
0, 0, 489, 510
0, 23, 350, 626
0, 22, 283, 694
0, 0, 115, 884
0, 0, 349, 650
0, 0, 198, 801
74, 205, 534, 185
16, 38, 349, 596
0, 0, 209, 790
0, 1, 441, 556
0, 0, 388, 611
41, 98, 704, 155
0, 54, 513, 431
0, 0, 152, 847
0, 0, 167, 832
27, 37, 325, 609
0, 13, 204, 781
0, 0, 0, 1000
0, 0, 302, 697
44, 104, 833, 17
0, 6, 381, 612
12, 44, 313, 630
0, 0, 209, 790
0, 42, 391, 566
552, 822, 37, -412
275, 289, 54, 380
169, 357, 316, 156
0, 0, 175, 824
28, 254, 300, 416
0, 58, 541, 399
0, 0, 509, 490
204, 456, 514, -175
121, 303, 649, -75
