0, 540, 247, 212
975, 996, 3, -975
993, 1000, 0, -993
636, 996, 3, -636
115, 599, 212, 72
0, 68, 147, 783
0, 0, 391, 608
624, 996, 3, -624
95, 587, 412, -95
0, 10, 433, 556
0, 223, 385, 390
752, 996, 0, -749
0, 131, 452, 416
683, 996, 3, -683
997, 997, 2, -997
0, 269, 640, 90
690, 997, 2, -690
0, 119, 503, 377
645, 1000, 0, -645
998, 998, 0, -997
0, 177, 525, 297
0, 170, 601, 228
1, 88, 368, 542
929, 970, 24, -924
963, 994, 5, -963
37, 333, 474, 154
25, 193, 413, 367
36, 142, 243, 577
383, 687, 312, -383
48, 212, 387, 351
0, 0, 334, 665
0, 2, 80, 916
0, 0, 58, 941
32, 227, 473, 266
0, 12, 131, 856
66, 392, 343, 196
351, 648, 348, -348
0, 71, 206, 721
0, 197, 383, 419
484, 1000, 0, -484
66, 177, 203, 552
0, 117, 617, 264
0, 0, 633, 366
0, 0, 245, 754
0, 0, 38, 961
124, 500, 453, -77
702, 866, 54, -624
24, 258, 266, 450
