996, 996, 3, -996
426, 666, 333, -426
90, 206, 586, 116
996, 1000, 0, -996
187, 549, 421, -157
212, 457, 531, -202
0, 0, 419, 580
0, 83, 554, 362
0, 245, 342, 411
372, 687, 312, -372
192, 944, 55, -192
27, 132, 443, 397
0, 140, 364, 494
107, 192, 458, 241
920, 998, 1, -920
47, 171, 410, 371
0, 76, 503, 420
106, 354, 479, 58
99, 344, 408, 146
74, 259, 451, 214
76, 243, 360, 320
32, 177, 448, 342
29, 383, 229, 356
0, 14, 478, 507
188, 273, 192, 345
4, 35, 196, 764
228, 520, 249, 0
397, 648, 351, -397
185, 426, 340, 47
