950, 992, 0, -943
995, 995, 4, -995
91, 260, 739, -91
109, 278, 383, 228
0, 93, 675, 230
0, 386, 308, 304
996, 1000, 0, -996
996, 996, 3, -996
226, 461, 361, -48
0, 194, 643, 161
371, 397, 321, -90
665, 996, 3, -665
339, 996, 3, -339
880, 996, 3, -880
966, 1000, 0, -966
54, 142, 411, 391
356, 403, 263, -23
351, 841, 92, -285
516, 838, 161, -516
665, 996, 3, -665
359, 1000, 0, -359
365, 996, 3, -365
996, 1000, 0, -996
214, 410, 455, -81
316, 658, 341, -316
109, 256, 713, -79
655, 924, 72, -653
0, 55, 683, 261
384, 703, 296, -384
21, 57, 232, 688
0, 194, 311, 494
458, 622, 377, -458
0, 64, 654, 280
915, 997, 2, -915
759, 779, 50, -589
609, 998, 1, -609
710, 998, 0, -709
933, 976, 22, -932
948, 998, 0, -947
37, 216, 304, 441
871, 962, 22, -857
64, 400, 464, 69
137, 322, 546, -6
999, 999, 0, -998
986, 999, 0, -986
949, 998, 1, -949
93, 381, 458, 65
999, 999, 0, -999
999, 999, 0, -999
49, 177, 512, 260
993, 999, 0, -993
60, 263, 511, 164
632, 910, 87, -630
71, 117, 376, 434
634, 881, 43, -560
74, 527, 472, -74
23, 50, 342, 583
0, 22, 468, 509
0, 351, 645, 3
62, 110, 248, 579
793, 997, 0, -791
5, 35, 171, 786
79, 273, 439, 207
0, 0, 164, 835
0, 151, 477, 371
66, 156, 150, 626
164, 337, 233, 265
539, 803, 69, -411
119, 252, 356, 270
289, 446, 242, 21
179, 270, 283, 266
8, 382, 408, 200
63, 212, 430, 293
480, 852, 142, -475
24, 66, 189, 719
187, 351, 211, 249
0, 5, 402, 591
0, 20, 167, 811
201, 367, 410, 21
