0, 49, 344, 606
0, 0, 0, 1000
995, 1000, 0, -995
575, 995, 4, -575
0, 285, 606, 108
640, 1000, 0, -640
938, 996, 0, -935
996, 1000, 0, -996
0, 0, 263, 736
0, 3, 548, 448
0, 164, 509, 325
233, 933, 66, -233
138, 500, 450, -88
62, 639, 357, -59
260, 778, 164, -203
115, 414, 230, 240
0, 0, 228, 771
168, 570, 429, -168
653, 1000, 0, -653
128, 864, 131, -125
0, 97, 444, 457
658, 996, 3, -658
423, 732, 267, -423
76, 492, 418, 12
79, 745, 254, -79
0, 69, 454, 476
60, 768, 2, 168
437, 996, 3, -437
243, 1000, 0, -243
128, 698, 301, -128
337, 996, 0, -334
415, 710, 182, -308
13, 231, 513, 240
516, 975, 24, -516
575, 781, 44, -400
29, 132, 293, 544
0, 306, 557, 136
0, 44, 574, 380
0, 104, 610, 285
421, 749, 239, -410
1, 135, 481, 382
35, 213, 475, 275
997, 999, 0, -997
52, 333, 386, 228
3, 265, 447, 283
17, 241, 461, 279
4, 90, 616, 288
959, 999, 0, -959
2, 198, 488, 309
3, 256, 426, 312
4, 204, 519, 272
998, 999, 0, -998
1, 82, 403, 511
4, 121, 568, 305
999, 1000, 0, -999
999, 999, 0, -999
56, 132, 474, 336
2, 141, 508, 347
12, 164, 476, 346
0, 0, 0, 1000
0, 5, 290, 703
0, 173, 275, 551
746, 757, 206, -710
728, 994, 5, -728
0, 758, 169, 71
0, 106, 621, 271
26, 372, 382, 219
0, 108, 690, 202
551, 995, 4, -551
0, 228, 753, 17
2, 26, 145, 825
984, 994, 5, -984
0, 169, 528, 302
34, 81, 307, 576
0, 16, 136, 845
0, 0, 0, 1000
996, 996, 3, -996
57, 382, 83, 477
38, 108, 248, 603
0, 0, 109, 890
393, 416, 62, 128
0, 86, 826, 86
6, 162, 254, 575
312, 632, 267, -213
0, 187, 363, 449
386, 615, 90, -92
24, 57, 168, 749
0, 654, 341, 4
7, 105, 212, 673
0, 26, 232, 740
98, 848, 151, -98
0, 341, 512, 145
0, 11, 112, 876
0, 225, 504, 270
39, 171, 343, 445
6, 140, 359, 492
0, 6, 521, 471
0, 96, 562, 341
0, 36, 292, 670
